qhcluster,qhnumber,qhhome,ps109_1r,ps109_1a,ps109_1m,ps109_1s,ps7,hvidx,hhid
1576,64,1,si,2.0,0.0,,1,3,      157606401
1576,64,1,si,2.0,0.0,,2,4,      157606401
1576,64,1,no,,,,3,5,      157606401
1576,75,1,si,2.0,0.0,,1,3,      157607501
1576,75,1,si,2.0,0.0,,2,4,      157607501
1576,82,1,si,2.0,0.0,,1,2,      157608201
1576,85,1,si,2.0,0.0,,1,3,      157608501
1576,85,1,si,2.0,0.0,,2,4,      157608501
1576,85,1,si,2.0,0.0,,3,7,      157608501
1577,61,1,si,2.0,0.0,,1,5,      157706101
1577,61,1,si,2.0,0.0,,2,6,      157706101
1577,61,1,no,,,,3,7,      157706101
1577,62,1,no,,,,1,3,      157706201
1577,63,1,si,2.0,0.0,,1,3,      157706301
1577,64,1,si,2.0,0.0,,1,3,      157706401
1577,64,1,si,1.0,0.0,,2,4,      157706401
1577,65,1,si,2.0,0.0,,1,3,      157706501
1577,65,1,si,2.0,0.0,,2,4,      157706501
1577,65,1,si,2.0,0.0,,3,5,      157706501
1577,66,1,si,1.0,0.0,,1,3,      157706601
1577,68,1,si,3.0,0.0,,1,3,      157706801
1577,69,1,si,2.0,0.0,,1,4,      157706901
1577,69,1,si,2.0,0.0,,2,5,      157706901
1577,71,1,si,2.0,0.0,,1,6,      157707101
1577,71,1,si,2.0,0.0,,2,11,      157707101
1577,72,1,si,2.0,0.0,,1,3,      157707201
1577,74,1,si,2.0,0.0,,1,3,      157707401
1577,74,1,si,1.0,0.0,,2,4,      157707401
1577,75,1,si,2.0,0.0,,1,2,      157707501
1578,11,1,si,2.0,2.0,,1,3,      157801101
1578,12,1,si,2.0,2.0,,1,6,      157801201
1578,12,1,si,2.0,2.0,,2,7,      157801201
1578,60,1,no,,,,1,3,      157806001
1578,89,1,si,1.0,2.0,,1,3,      157808901
1578,89,1,si,1.0,2.0,,2,5,      157808901
1578,90,1,si,1.0,2.0,,1,2,      157809001
1578,91,1,si,2.0,4.0,,1,6,      157809101
1578,93,1,si,2.0,3.0,,1,4,      157809301
1578,93,1,si,2.0,3.0,,2,5,      157809301
1578,93,1,si,2.0,3.0,,3,6,      157809301
1579,49,1,si,0.0,8.0,,1,3,      157904901
1579,50,1,si,2.0,0.0,,1,4,      157905001
1579,52,1,si,0.0,8.0,,1,5,      157905201
1579,53,1,si,2.0,0.0,,1,5,      157905301
1579,53,1,si,2.0,0.0,,2,6,      157905301
1579,207,1,si,2.0,0.0,,1,3,      157920701
1579,209,1,si,1.0,0.0,,1,3,      157920901
1579,209,1,no,,,,2,4,      157920901
1579,210,1,si,1.0,8.0,,1,3,      157921001
1579,211,1,si,1.0,0.0,,1,3,      157921101
1579,211,1,no,,,,2,4,      157921101
1579,212,1,si,0.0,9.0,,1,3,      157921201
1579,212,1,si,0.0,9.0,,2,4,      157921201
1579,214,1,si,3.0,0.0,,1,4,      157921401
1579,214,1,no,,,,2,5,      157921401
1579,215,1,si,1.0,0.0,,1,3,      157921501
1579,215,1,si,1.0,0.0,,2,4,      157921501
1579,215,1,si,1.0,0.0,,3,7,      157921501
1580,11,1,no,,,,1,2,      158001101
1580,11,1,si,0.0,8.0,,2,4,      158001101
1580,11,1,si,0.0,8.0,,3,5,      158001101
1580,11,1,si,0.0,8.0,,4,6,      158001101
1580,11,1,si,0.0,8.0,,5,7,      158001101
1580,12,1,si,2.0,0.0,,1,3,      158001201
1580,12,1,si,2.0,0.0,,2,4,      158001201
1580,12,1,si,2.0,0.0,,3,5,      158001201
1580,12,1,si,2.0,0.0,,4,6,      158001201
1580,13,1,si,0.0,6.0,,1,5,      158001301
1580,13,1,si,0.0,9.0,,2,6,      158001301
1580,14,1,si,1.0,0.0,,1,3,      158001401
1580,14,1,no,,,,2,4,      158001401
1580,15,1,si,0.0,8.0,,1,4,      158001501
1580,15,1,si,0.0,8.0,,2,5,      158001501
1580,52,1,si,2.0,0.0,,1,3,      158005201
1580,52,1,si,2.0,0.0,,2,6,      158005201
1580,54,1,si,0.0,8.0,,1,5,      158005401
1580,54,1,si,0.0,8.0,,2,6,      158005401
1580,55,1,no,,,,1,3,      158005501
1580,61,1,no,,,,1,3,      158006101
1580,61,1,no,,,,2,7,      158006101
1580,62,1,si,2.0,0.0,,1,3,      158006201
1580,62,1,si,2.0,0.0,,2,4,      158006201
1581,35,1,si,2.0,0.0,,1,4,      158103501
1581,35,1,si,1.0,0.0,,2,5,      158103501
1581,37,1,si,2.0,0.0,,1,4,      158103701
1581,37,1,si,2.0,0.0,,2,5,      158103701
1581,37,1,si,2.0,0.0,,3,6,      158103701
1581,37,1,si,2.0,0.0,,4,7,      158103701
1581,37,1,si,2.0,0.0,,5,8,      158103701
1581,38,1,si,2.0,0.0,,1,3,      158103801
1581,38,1,si,2.0,0.0,,2,4,      158103801
1581,38,1,no,,,,3,5,      158103801
1581,55,1,si,2.0,0.0,,1,3,      158105501
1581,55,1,si,1.0,0.0,,2,5,      158105501
1581,55,1,si,1.0,0.0,,3,6,      158105501
1581,56,1,si,1.0,0.0,,1,3,      158105601
1581,56,1,si,1.0,0.0,,2,4,      158105601
1581,57,1,si,2.0,0.0,,1,3,      158105701
1581,57,1,si,2.0,0.0,,2,4,      158105701
1581,57,1,si,2.0,0.0,,3,6,      158105701
1581,78,1,si,2.0,0.0,,1,3,      158107801
1581,80,1,si,2.0,0.0,,1,3,      158108001
1581,80,1,no,,,,2,4,      158108001
1581,81,1,si,2.0,0.0,,1,4,      158108101
1581,81,1,si,2.0,0.0,,2,5,      158108101
1581,81,1,si,2.0,0.0,,3,6,      158108101
1581,82,1,no,,,,1,3,      158108201
1582,95,1,no,,,,1,2,      158209501
1582,97,1,si,1.0,0.0,,1,3,      158209701
1582,98,1,si,1.0,0.0,,1,6,      158209801
1583,6,1,si,2.0,0.0,,1,3,      158300601
1583,6,1,si,2.0,0.0,,2,4,      158300601
1583,6,1,si,1.0,0.0,,3,5,      158300601
1583,7,1,si,2.0,0.0,,1,6,      158300701
1583,7,1,si,2.0,0.0,,2,7,      158300701
1583,7,1,si,2.0,0.0,,3,8,      158300701
1583,7,1,si,1.0,0.0,,4,9,      158300701
1583,9,1,si,2.0,0.0,,1,3,      158300901
1583,9,1,si,2.0,0.0,,2,4,      158300901
1583,10,1,si,1.0,0.0,,1,3,      158301001
1583,10,1,si,1.0,0.0,,2,4,      158301001
1583,16,1,si,2.0,0.0,,1,2,      158301601
1583,16,1,si,1.0,0.0,,2,3,      158301601
1583,60,1,si,2.0,0.0,,1,5,      158306001
1583,60,1,si,2.0,0.0,,2,6,      158306001
1583,62,1,si,2.0,0.0,,1,3,      158306201
1583,62,1,si,2.0,0.0,,2,4,      158306201
1583,62,1,si,2.0,0.0,,3,5,      158306201
1583,62,1,no,,,,4,6,      158306201
1583,63,1,no,,,,1,2,      158306301
1583,63,1,no,,,,2,3,      158306301
1583,63,1,no,,,,3,4,      158306301
1583,64,1,no,,,,1,3,      158306401
1584,12,1,si,2.0,0.0,,1,3,      158401201
1584,12,1,no,,,,2,4,      158401201
1584,13,1,si,2.0,0.0,,1,5,      158401301
1584,14,1,si,1.0,0.0,,1,2,      158401401
1584,41,1,si,2.0,0.0,,1,3,      158404101
1584,44,1,si,2.0,0.0,,1,3,      158404401
1584,44,1,no,,,,2,4,      158404401
1584,62,1,si,2.0,0.0,,1,7,      158406201
1584,62,1,si,2.0,0.0,,2,8,      158406201
1584,62,1,si,2.0,0.0,,3,9,      158406201
1584,63,1,si,2.0,0.0,,1,3,      158406301
1584,63,1,no,,,,2,4,      158406301
1584,64,1,si,2.0,0.0,,1,5,      158406401
1584,64,1,si,1.0,0.0,,2,6,      158406401
1585,11,1,no,,,,1,5,      158501101
1585,11,1,no,,,,2,7,      158501101
1585,12,1,no,,,,1,5,      158501201
1585,12,1,no,,,,2,6,      158501201
1585,12,1,no,,,,3,7,      158501201
1585,13,1,no,,,,1,3,      158501301
1585,13,1,no,,,,2,4,      158501301
1585,13,1,no,,,,3,6,      158501301
1585,14,1,no,,,,1,4,      158501401
1585,21,1,no,,,,1,3,      158502101
1585,22,1,no,,,,1,2,      158502201
1585,23,1,no,,,,1,3,      158502301
1585,23,1,no,,,,2,4,      158502301
1585,23,1,no,,,,3,5,      158502301
1585,24,1,no,,,,1,3,      158502401
1585,25,1,no,,,,1,3,      158502501
1585,25,1,no,,,,2,4,      158502501
1585,25,1,no,,,,3,5,      158502501
1585,25,1,no,,,,4,6,      158502501
1585,26,1,no,,,,1,4,      158502601
1585,26,1,no,,,,2,5,      158502601
1585,26,1,no,,,,3,6,      158502601
1585,27,1,no,,,,1,3,      158502701
1585,27,1,no,,,,2,4,      158502701
1585,27,1,no,,,,3,5,      158502701
1585,27,1,no,,,,4,6,      158502701
1585,27,1,no,,,,5,9,      158502701
1585,28,1,no,,,,1,3,      158502801
1585,29,1,no,,,,1,3,      158502901
1585,29,1,no,,,,2,4,      158502901
1586,13,1,si,1.0,1.0,,1,4,      158601301
1586,42,1,si,1.0,1.0,,1,4,      158604201
1586,44,1,si,1.0,1.0,,1,6,      158604401
1586,44,1,si,1.0,1.0,,2,7,      158604401
1586,44,1,si,1.0,1.0,,3,8,      158604401
1586,45,1,si,1.0,2.0,,1,5,      158604501
1586,45,1,si,1.0,2.0,,2,6,      158604501
1586,64,1,si,0.0,2.0,,1,4,      158606401
1586,66,1,si,1.0,3.0,,1,4,      158606601
1586,66,1,si,1.0,3.0,,2,5,      158606601
1586,66,1,si,1.0,3.0,,3,6,      158606601
1586,66,1,si,1.0,3.0,,4,7,      158606601
1586,67,1,si,1.0,3.0,,1,6,      158606701
1587,89,1,si,0.0,1.0,,1,4,      158708901
1587,89,1,si,1.0,3.0,,2,6,      158708901
1587,106,1,si,2.0,6.0,,1,3,      158710601
1587,106,1,si,2.0,6.0,,2,4,      158710601
1587,106,1,si,2.0,6.0,,3,6,      158710601
1587,145,1,si,2.0,9.0,,1,5,      158714501
1587,145,1,si,0.0,9.0,,2,6,      158714501
1587,145,1,si,0.0,9.0,,3,9,      158714501
1587,145,1,si,0.0,9.0,,4,10,      158714501
1588,30,1,no,,,,1,5,      158803001
1588,40,1,si,2.0,8.0,,1,3,      158804001
1588,60,1,si,2.0,9.0,,1,3,      158806001
1588,92,1,si,2.0,9.0,,1,3,      158809201
1588,116,1,si,2.0,9.0,,1,4,      158811601
1589,44,1,si,0.0,3.0,,1,6,      158904401
1589,44,1,si,0.0,3.0,,2,7,      158904401
1589,44,1,si,0.0,3.0,,3,8,      158904401
1589,44,1,si,0.0,1.0,,4,9,      158904401
1589,96,1,si,0.0,1.0,,1,4,      158909601
1589,113,1,si,0.0,1.0,,1,3,      158911301
1589,113,1,si,0.0,1.0,,2,4,      158911301
1590,17,1,si,4.0,11.0,,1,5,      159001701
1590,17,1,si,0.0,4.0,,2,6,      159001701
1590,80,1,si,0.0,6.0,,1,3,      159008001
1591,68,1,si,0.0,6.0,,1,3,      159106801
1592,12,1,si,2.0,6.0,,1,3,      159201201
1592,12,1,si,2.0,6.0,,2,5,      159201201
1592,22,1,si,0.0,7.0,,1,3,      159202201
1592,28,1,si,0.0,6.0,,1,4,      159202801
1592,49,1,si,1.0,6.0,,1,5,      159204901
1592,64,1,si,2.0,6.0,,1,3,      159206401
1592,105,1,si,0.0,6.0,,1,5,      159210501
1592,107,1,si,2.0,5.0,,1,4,      159210701
1592,119,1,si,0.0,5.0,,1,4,      159211901
1593,40,1,si,2.0,4.0,,1,6,      159304001
1593,40,1,si,2.0,4.0,,2,7,      159304001
1593,42,1,si,0.0,1.0,,1,7,      159304201
1593,53,1,si,2.0,4.0,,1,4,      159305301
1593,91,1,si,1.0,3.0,,1,3,      159309101
1593,91,1,si,0.0,3.0,,2,4,      159309101
1593,149,1,no,,,,1,3,      159314901
1593,162,1,si,1.0,2.0,,1,4,      159316201
1594,1,1,si,1.0,6.0,,1,3,      159400101
1594,13,1,si,1.0,7.0,,1,2,      159401301
1594,15,1,si,1.0,6.0,,1,7,      159401501
1594,15,1,si,1.0,6.0,,2,8,      159401501
1594,38,1,si,1.0,6.0,,1,4,      159403801
1594,41,1,no,,,,1,5,      159404101
1594,72,1,si,1.0,6.0,,1,3,      159407201
1594,85,1,si,1.0,6.0,,1,4,      159408501
1594,85,1,si,1.0,6.0,,2,5,      159408501
1594,85,1,si,1.0,6.0,,3,6,      159408501
1595,1,1,si,2.0,7.0,,1,3,      159500101
1595,29,1,si,2.0,7.0,,1,7,      159502901
1595,43,1,si,2.0,7.0,,1,3,      159504301
1595,43,1,si,0.0,7.0,,2,4,      159504301
1595,77,1,no,,,,1,4,      159507701
1595,108,1,si,2.0,0.0,,1,3,      159510801
1596,10,1,si,0.0,6.0,,1,3,      159601001
1596,25,1,si,1.0,6.0,,1,3,      159602501
1596,25,1,si,1.0,6.0,,2,4,      159602501
1596,77,1,si,1.0,3.0,,1,3,      159607701
1596,77,1,si,1.0,5.0,,2,5,      159607701
1596,83,1,si,2.0,6.0,,1,3,      159608301
1596,83,1,no,,,,2,4,      159608301
1597,33,1,si,2.0,6.0,,1,3,      159703301
1597,57,1,si,2.0,6.0,,1,5,      159705701
1597,71,1,si,2.0,6.0,,1,3,      159707101
1597,71,1,si,2.0,6.0,,2,4,      159707101
1597,71,1,si,2.0,6.0,,3,5,      159707101
1597,79,1,si,2.0,6.0,,1,3,      159707901
1598,2,1,si,0.0,1.0,,1,3,      159800201
1598,87,1,no,,,,1,3,      159808701
1598,123,1,si,2.0,0.0,,1,4,      159812301
1598,123,1,no,,,,2,8,      159812301
1598,123,1,no,,,,3,9,      159812301
1598,124,1,si,1.0,4.0,,1,3,      159812401
1598,124,1,no,,,,2,6,      159812401
1599,5,1,si,2.0,3.0,,1,2,      159900501
1599,20,1,si,2.0,3.0,,1,2,      159902001
1599,31,1,si,2.0,6.0,,1,4,      159903101
1599,47,1,no,,,,1,3,      159904701
1599,79,1,si,0.0,1.0,,1,4,      159907901
1599,82,1,si,0.0,1.0,,1,4,      159908201
1599,106,1,si,0.0,2.0,,1,3,      159910601
1599,115,1,si,2.0,0.0,,1,3,      159911501
1600,9,1,si,4.0,6.0,,1,3,      160000901
1600,27,1,si,1.0,4.0,,1,5,      160002701
1600,33,1,si,0.0,7.0,,1,4,      160003301
1600,59,1,si,5.0,8.0,,1,2,      160005901
1600,59,1,no,,,,2,4,      160005901
1600,60,1,si,2.0,7.0,,1,3,      160006001
1600,60,1,si,2.0,7.0,,2,4,      160006001
1600,60,1,si,2.0,7.0,,3,5,      160006001
1600,60,1,si,4.0,7.0,,4,7,      160006001
1601,51,1,si,2.0,2.0,,1,3,      160105101
1601,55,1,si,3.0,6.0,,1,4,      160105501
1601,55,1,si,3.0,6.0,,2,5,      160105501
1601,55,1,si,0.0,6.0,,3,6,      160105501
1601,60,1,si,2.0,4.0,,1,4,      160106001
1601,82,1,si,2.0,5.0,,1,2,      160108201
1601,84,1,si,1.0,4.0,,1,6,      160108401
1601,84,1,si,0.0,4.0,,2,7,      160108401
1601,99,1,si,3.0,6.0,,1,2,      160109901
1602,14,1,si,1.0,6.0,,1,5,      160201401
1602,14,1,si,1.0,6.0,,2,6,      160201401
1602,54,1,si,2.0,0.0,,1,2,      160205401
1602,86,1,si,0.0,6.0,,1,2,      160208601
1602,115,1,si,2.0,7.0,,1,3,      160211501
1603,6,1,si,2.0,5.0,,1,5,      160300601
1603,6,1,si,2.0,5.0,,2,6,      160300601
1603,39,1,ns,,,,1,8,      160303901
1603,68,1,no,,,,1,3,      160306801
1603,68,1,si,2.0,5.0,,2,4,      160306801
1603,68,1,si,2.0,5.0,,3,5,      160306801
1603,68,1,si,1.0,5.0,,4,6,      160306801
1603,88,1,si,2.0,5.0,,1,3,      160308801
1603,88,1,si,1.0,5.0,,2,4,      160308801
1603,137,1,si,2.0,4.0,,1,4,      160313701
1604,7,1,si,2.0,6.0,,1,2,      160400701
1604,11,1,si,2.0,9.0,,1,3,      160401101
1604,35,1,si,3.0,7.0,,1,7,      160403501
1604,35,1,si,3.0,7.0,,2,8,      160403501
1604,93,1,si,0.0,5.0,,1,3,      160409301
1604,119,1,si,0.0,7.0,,1,3,      160411901
1605,1,1,no,,,,1,2,      160500101
1605,7,1,si,2.0,6.0,,1,5,      160500701
1605,44,1,si,2.0,7.0,,1,3,      160504401
1605,44,1,si,1.0,7.0,,2,4,      160504401
1605,44,1,si,0.0,7.0,,3,5,      160504401
1605,62,1,si,2.0,6.0,,1,3,      160506201
1605,62,1,si,2.0,6.0,,2,4,      160506201
1605,98,1,si,2.0,6.0,,1,3,      160509801
1605,98,1,si,2.0,6.0,,2,4,      160509801
1605,98,1,si,2.0,6.0,,3,5,      160509801
1606,6,1,si,0.0,9.0,,1,5,      160600601
1606,8,1,si,2.0,7.0,,1,3,      160600801
1606,23,1,si,3.0,8.0,,1,5,      160602301
1606,23,1,si,3.0,8.0,,2,6,      160602301
1606,36,1,si,2.0,7.0,,1,6,      160603601
1606,36,1,si,0.0,7.0,,2,7,      160603601
1606,50,1,si,1.0,8.0,,1,4,      160605001
1606,73,1,si,1.0,7.0,,1,3,      160607301
1606,81,1,si,1.0,7.0,,1,4,      160608101
1607,1,1,si,1.0,6.0,,1,3,      160700101
1607,66,1,si,1.0,7.0,,1,3,      160706601
1607,92,1,si,1.0,3.0,,1,3,      160709201
1607,128,1,si,1.0,8.0,,1,3,      160712801
1608,11,1,si,2.0,7.0,,1,4,      160801101
1608,11,1,si,2.0,7.0,,2,5,      160801101
1608,11,1,si,1.0,7.0,,3,6,      160801101
1608,11,1,si,0.0,7.0,,4,8,      160801101
1608,17,1,si,2.0,7.0,,1,4,      160801701
1608,17,1,si,2.0,7.0,,2,5,      160801701
1608,17,1,si,0.0,7.0,,3,6,      160801701
1608,28,1,si,2.0,7.0,,1,5,      160802801
1608,115,1,si,2.0,7.0,,1,3,      160811501
1608,115,1,si,2.0,7.0,,2,4,      160811501
1608,115,1,si,2.0,7.0,,3,6,      160811501
1608,133,1,si,2.0,7.0,,1,2,      160813301
1608,133,1,si,2.0,7.0,,2,3,      160813301
1609,29,1,si,1.0,4.0,,1,3,      160902901
1609,61,1,no,,,,1,4,      160906101
1609,75,1,si,2.0,4.0,,1,3,      160907501
1610,5,1,si,2.0,8.0,,1,2,      161000501
1610,12,1,si,0.0,8.0,,1,2,      161001201
1610,26,1,si,2.0,8.0,,1,4,      161002601
1610,26,1,no,,,,2,5,      161002601
1610,81,1,si,0.0,2.0,,1,2,      161008101
1610,81,1,si,0.0,2.0,,2,3,      161008101
1610,93,1,si,0.0,8.0,,1,3,      161009301
1611,7,1,si,2.0,6.0,,1,5,      161100701
1611,7,1,si,2.0,6.0,,2,6,      161100701
1611,15,1,si,3.0,6.0,,1,3,      161101501
1611,15,1,si,2.0,6.0,,2,4,      161101501
1611,37,1,si,1.0,7.0,,1,3,      161103701
1611,37,1,si,1.0,7.0,,2,4,      161103701
1611,37,1,si,1.0,7.0,,3,5,      161103701
1611,39,1,si,1.0,7.0,,1,2,      161103901
1611,51,1,si,1.0,6.0,,1,5,      161105101
1611,51,1,si,1.0,6.0,,2,6,      161105101
1611,53,1,si,1.0,7.0,,1,5,      161105301
1611,53,1,si,0.0,7.0,,2,6,      161105301
1611,81,1,si,2.0,6.0,,1,2,      161108101
1611,81,1,si,2.0,6.0,,2,3,      161108101
1611,96,1,si,1.0,7.0,,1,6,      161109601
1611,96,1,si,1.0,7.0,,2,7,      161109601
1611,96,1,si,1.0,7.0,,3,8,      161109601
1612,18,1,si,2.0,5.0,,1,4,      161201801
1612,18,1,si,2.0,5.0,,2,5,      161201801
1612,21,1,si,0.0,4.0,,1,6,      161202101
1612,63,1,si,1.0,6.0,,1,5,      161206301
1612,63,1,si,1.0,6.0,,2,6,      161206301
1612,63,1,si,0.0,6.0,,3,7,      161206301
1612,69,1,si,1.0,5.0,,1,4,      161206901
1612,72,1,si,1.0,6.0,,1,4,      161207201
1612,90,1,si,0.0,5.0,,1,3,      161209001
1613,26,1,si,2.0,5.0,,1,4,      161302601
1613,27,1,si,1.0,4.0,,1,4,      161302701
1613,29,1,si,0.0,4.0,,1,5,      161302901
1613,79,1,si,0.0,1.0,,1,7,      161307901
1613,79,1,si,0.0,1.0,,2,8,      161307901
1613,79,1,si,0.0,4.0,,3,11,      161307901
1613,81,1,si,0.0,5.0,,1,3,      161308101
1613,81,1,si,0.0,5.0,,2,4,      161308101
1613,82,1,si,1.0,5.0,,1,3,      161308201
1613,82,1,si,2.0,5.0,,2,5,      161308201
1613,83,1,si,1.0,3.0,,1,4,      161308301
1613,83,1,si,1.0,3.0,,2,5,      161308301
1613,104,1,si,2.0,5.0,,1,5,      161310401
1613,104,1,si,2.0,5.0,,2,8,      161310401
1613,106,1,si,1.0,5.0,,1,3,      161310601
1613,107,1,si,1.0,4.0,,1,4,      161310701
1613,107,1,si,1.0,4.0,,2,5,      161310701
1613,107,1,si,1.0,4.0,,3,6,      161310701
1613,107,1,si,0.0,4.0,,4,7,      161310701
1613,108,1,si,2.0,5.0,,1,4,      161310801
1614,13,1,si,2.0,9.0,,1,3,      161401301
1614,49,1,si,2.0,10.0,,1,3,      161404901
1614,49,1,si,2.0,10.0,,2,4,      161404901
1614,50,1,si,0.0,9.0,,1,3,      161405001
1614,52,1,si,2.0,9.0,,1,3,      161405201
1614,52,1,si,2.0,9.0,,2,4,      161405201
1615,1,1,si,2.0,9.0,,1,3,      161500101
1615,3,1,si,2.0,10.0,,1,3,      161500301
1615,3,1,si,2.0,10.0,,2,4,      161500301
1615,3,1,si,2.0,10.0,,3,5,      161500301
1615,3,1,si,2.0,10.0,,4,6,      161500301
1615,3,1,si,0.0,10.0,,5,7,      161500301
1615,5,1,si,0.0,4.0,,1,4,      161500501
1615,36,1,si,1.0,10.0,,1,3,      161503601
1615,37,1,si,2.0,9.0,,1,4,      161503701
1615,37,1,si,2.0,9.0,,2,5,      161503701
1615,37,1,si,0.0,9.0,,3,6,      161503701
1615,38,1,si,2.0,9.0,,1,2,      161503801
1615,39,1,si,2.0,10.0,,1,4,      161503901
1615,39,1,si,2.0,10.0,,2,5,      161503901
1615,95,1,si,0.0,9.0,,1,3,      161509501
1615,96,1,si,2.0,10.0,,1,3,      161509601
1615,96,1,si,2.0,10.0,,2,4,      161509601
1615,96,1,si,2.0,10.0,,3,5,      161509601
1616,1,1,si,2.0,6.0,,1,3,      161600101
1616,1,1,si,2.0,6.0,,2,4,      161600101
1616,1,1,si,2.0,6.0,,3,5,      161600101
1616,1,1,si,0.0,6.0,,4,6,      161600101
1616,4,1,si,2.0,4.0,,1,3,      161600401
1616,4,1,si,2.0,4.0,,2,4,      161600401
1616,4,1,si,0.0,4.0,,3,5,      161600401
1616,5,1,si,1.0,6.0,,1,3,      161600501
1616,32,1,si,1.0,6.0,,1,2,      161603201
1616,33,1,si,1.0,5.0,,1,4,      161603301
1616,35,1,si,1.0,4.0,,1,3,      161603501
1616,35,1,si,1.0,4.0,,2,5,      161603501
1616,37,1,si,1.0,4.0,,1,3,      161603701
1616,40,1,si,2.0,6.0,,1,5,      161604001
1617,15,1,si,1.0,5.0,,1,3,      161701501
1617,62,1,si,1.0,6.0,,1,3,      161706201
1617,62,1,si,1.0,6.0,,2,4,      161706201
1617,64,1,si,1.0,6.0,,1,5,      161706401
1617,64,1,si,1.0,6.0,,2,7,      161706401
1617,64,1,si,1.0,6.0,,3,8,      161706401
1617,64,1,si,1.0,6.0,,4,9,      161706401
1617,65,1,si,0.0,5.0,,1,3,      161706501
1617,66,1,si,1.0,5.0,,1,3,      161706601
1617,127,1,si,2.0,6.0,,1,3,      161712701
1617,127,1,si,2.0,6.0,,2,4,      161712701
1617,127,1,si,0.0,6.0,,3,5,      161712701
1617,130,1,no,,,,1,4,      161713001
1618,1,1,si,2.0,6.0,,1,3,      161800101
1618,1,1,si,0.0,6.0,,2,4,      161800101
1618,2,1,si,no sabe,,,1,7,      161800201
1618,3,1,si,2.0,5.0,,1,2,      161800301
1618,3,1,si,2.0,5.0,,2,3,      161800301
1618,3,1,si,2.0,5.0,,3,4,      161800301
1618,4,1,si,2.0,5.0,,1,2,      161800401
1618,4,1,si,2.0,5.0,,2,3,      161800401
1618,4,1,si,2.0,5.0,,3,4,      161800401
1618,4,1,si,0.0,5.0,,4,5,      161800401
1618,16,1,si,2.0,5.0,,1,3,      161801601
1618,16,1,si,2.0,5.0,,2,4,      161801601
1618,16,1,si,2.0,5.0,,3,6,      161801601
1618,19,1,si,0.0,5.0,,1,3,      161801901
1618,20,1,si,0.0,6.0,,1,3,      161802001
1618,46,1,si,2.0,6.0,,1,3,      161804601
1618,46,1,si,2.0,6.0,,2,4,      161804601
1618,46,1,si,0.0,6.0,,3,5,      161804601
1618,48,1,si,2.0,6.0,,1,5,      161804801
1618,48,1,si,2.0,6.0,,2,6,      161804801
1618,49,1,si,2.0,5.0,,1,2,      161804901
1618,49,1,si,1.0,5.0,,2,3,      161804901
1618,50,1,si,2.0,5.0,,1,2,      161805001
1618,50,1,si,2.0,5.0,,2,3,      161805001
1619,11,1,si,2.0,3.0,,1,3,      161901101
1619,13,1,si,2.0,5.0,,1,3,      161901301
1619,13,1,si,2.0,4.0,,2,4,      161901301
1619,29,1,si,2.0,4.0,,1,3,      161902901
1619,29,1,si,1.0,5.0,,2,4,      161902901
1619,29,1,si,1.0,5.0,,3,5,      161902901
1619,30,1,si,1.0,2.0,,1,4,      161903001
1619,30,1,si,1.0,0.0,,2,5,      161903001
1619,30,1,si,0.0,2.0,,3,6,      161903001
1619,67,1,no,,,,1,5,      161906701
1619,67,1,no,,,,2,6,      161906701
1619,68,1,si,0.0,4.0,,1,5,      161906801
1619,68,1,si,2.0,4.0,,2,6,      161906801
1619,68,1,si,1.0,4.0,,3,7,      161906801
1619,68,1,si,0.0,4.0,,4,8,      161906801
1619,68,1,si,0.0,4.0,,5,9,      161906801
1619,69,1,no,,,,1,5,      161906901
1619,69,1,no,,,,2,6,      161906901
1619,69,1,no,,,,3,7,      161906901
1619,69,1,no,,,,4,8,      161906901
1619,70,1,si,2.0,4.0,,1,3,      161907001
1619,70,1,si,2.0,4.0,,2,4,      161907001
1619,70,1,si,1.0,4.0,,3,5,      161907001
1620,11,1,si,2.0,6.0,,1,4,      162001101
1620,11,1,si,2.0,6.0,,2,5,      162001101
1620,12,1,si,2.0,6.0,,1,4,      162001201
1620,13,1,si,2.0,6.0,,1,2,      162001301
1620,13,1,si,1.0,6.0,,2,3,      162001301
1620,15,1,si,2.0,6.0,,1,5,      162001501
1620,15,1,si,2.0,6.0,,2,6,      162001501
1620,15,1,si,2.0,6.0,,3,7,      162001501
1620,58,1,si,2.0,6.0,,1,2,      162005801
1620,59,1,si,1.0,0.0,,1,6,      162005901
1620,60,1,si,2.0,6.0,,1,6,      162006001
1620,71,1,si,2.0,6.0,,1,3,      162007101
1620,71,1,si,2.0,6.0,,2,4,      162007101
1620,71,1,si,2.0,6.0,,3,5,      162007101
1620,71,1,si,1.0,6.0,,4,6,      162007101
1620,73,1,si,1.0,6.0,,1,2,      162007301
1620,75,1,si,2.0,6.0,,1,5,      162007501
1620,75,1,si,2.0,6.0,,2,6,      162007501
1620,75,1,si,2.0,6.0,,3,7,      162007501
1620,75,1,si,0.0,6.0,,4,8,      162007501
1621,19,1,si,1.0,6.0,,1,4,      162101901
1621,19,1,si,0.0,6.0,,2,5,      162101901
1621,27,1,si,2.0,6.0,,1,2,      162102701
1621,28,1,si,1.0,6.0,,1,3,      162102801
1621,29,1,si,1.0,6.0,,1,3,      162102901
1621,30,1,si,1.0,6.0,,1,6,      162103001
1621,30,1,si,1.0,6.0,,2,7,      162103001
1621,30,1,si,1.0,6.0,,3,8,      162103001
